Destination,District,Timespan,Review
Beddagana Wetland Park,Colombo,2 months ago,A better place with a calm environment. Feel like walking in a little jungle. Best place for lovers to spend their time . Tickets rs 100 only. People can sit on the bridges and feel the environment with ur partner.
Beddagana Wetland Park,Colombo,a week ago,Super natural park. Good for photo shoot. Wetland. You can see some birds.  You have to get 100/= ticket . And vehicle  parking ticket also .
Beddagana Wetland Park,Colombo,3 months ago,Nice and quiet place in the vicinity of Colombo. Google map takes you to the right location. There is ample parking. Sign boards are not well fixed. You can easily miss the floating deck. So pls ask the directions from the entrance office clearly. They are very helpful. Better to go in the morning or evening.
Beddagana Wetland Park,Colombo,a month ago,"A great place that one would not believe to be there, as it is only a little far from a very busy and hectic town.
Baddagana is famous among people from families with young kids to lovers for …"
Beddagana Wetland Park,Colombo,a month ago,"Photographers can see a new breath-taking place, a new kind of free environment for couples and a strange place for a single person. 💆‍♂️🍃🌈
For those around Colombo who think strangely, come and have a wonderful …"
Beddagana Wetland Park,Colombo,a month ago,Beddagan Wetland Park is the most calm and quite park in Colombo area. Good place for watch some birds butterflies and samall animals as well. Do not forget an umbrella in rainy seasons since is difficult to find a shelter inside park. Difficult to walk through trails in rainy days since roads ged muddy.
Beddagana Wetland Park,Colombo,4 months ago,"This is an amazing place to quit from the busy atmosphere in the Colombo area. You cannot even think that you are in Colombo when you enter this place.
If you're a photographer, (Especially wildlife) you should visit here. Very calming environment and so many birds and animals to see."
Beddagana Wetland Park,Colombo,2 weeks ago,The park is great as usual. But I guess there's a scam... They collected our tickets at the exit. Normally they ripped the ticket in half and gave one piece to the customer. But now they are taking the whole ticket. So if you are asked to …
Beddagana Wetland Park,Colombo,5 months ago,This place is a gem I recently discovered through friends who are also photographers. It is a great place for birding and dragonflies and to soak in some views for sure. …
Beddagana Wetland Park,Colombo,a month ago,"I visited this park with my family. Despite being a popular spot for couples, it's also a great nature trail in Colombo suburbs. Parking costs 50 LKR, and the entry fee is 100 LKR per person. However, the maintenance has suffered due to the …"
Beddagana Wetland Park,Colombo,3 months ago,"Beautiful place for nature lovers. A gem in the suburbs of Colombo city.
Ticket price 100/= | Paid parking plus paid toilet facilities available too.
Opens from morning 6am to evening 5pm."
Beddagana Wetland Park,Colombo,4 months ago,"Nice park to visit in the city.
There are number of bird, butterfly varieties cam be found here.
And also number of fish verieties including endemic fish species, crockadials …"
Beddagana Wetland Park,Colombo,2 months ago,"Beddagana Wetland Park, located in the vibrant city of Colombo, is a captivating escape where urban life harmoniously meets the serenity of nature. This enchanting oasis invites you to step into a world of lush greenery, tranquil water …"
Beddagana Wetland Park,Colombo,2 months ago,A really lovely and calmful place. Amazing how this place was made without hearing the business of the town. You can observe the wildlife and natural ecosystem here in a sri lankan wetland. …
Beddagana Wetland Park,Colombo,4 months ago,Undoubtedly one of the most beautiful places in he country and a must visit place if you are to come to colombo. A nice calm and quiet place to relax from the busy streets and problems. It's better to bring something to eat or drink and …
Beddagana Wetland Park,Colombo,2 months ago,The place is good for pre shoot or any photoshoot. You need to pay for the entrance. If you doing the photoshoots you need to take the permission separately and should buy separate tickets
Beddagana Wetland Park,Colombo,4 months ago,Baddagana Wetland Park is a hidden gem nestled in the heart of Sri Lanka. This enchanting oasis is a haven for nature lovers and a sanctuary for diverse flora and fauna. The park's well-maintained trails provide a serene escape from the …
Beddagana Wetland Park,Colombo,5 months ago,"It is the best place to reduce our stress.
It is situated in Colombo city area, Sri Jayawarthanapura . It’s a very peaceful and calm, full of natural environment. There have vehicle parking area, small …"
Beddagana Wetland Park,Colombo,2 weeks ago,"The park offers a unique opportunity to connect with nature. Whether you're a solo traveler, a family looking for an educational outing, or a couple seeking a serene escape, Beddagana Wetland Park has something to offer everyone."
Beddagana Wetland Park,Colombo,5 months ago,Another gift of nature and you should definitely visit this place. Very clam and peaceful place with different kind of rare animals. Nice location to have some photographs. There is entrance ticket which cost 100/= per person.
Beddagana Wetland Park,Colombo,5 months ago,"""Explore the breathtaking beauty 😍 of this enchanting destination,🌅 perfect for creating lasting memories with your loved ones.👩‍❤️‍💋‍👨 Convenient parking is available for Rs. 60/- per hour🎟️. Upon arrival, obtain your entry ticket from the …"
Beddagana Wetland Park,Colombo,5 months ago,A great place to connect with the nature. Calming and breathtaking views. Only downside is that the guy at the parking lot tries to scam you by charging more.
Beddagana Wetland Park,Colombo,3 months ago,"Simply I love this place, if you are a photography addicted person you should visit this place. 🤭
And you can enjoy nature 🤗 …"
Beddagana Wetland Park,Colombo,8 months ago,Better nature look compared to the Diyasaru Uyana. But majority if the walking path under trees and not less open spaces. So limited area to see birds. If you going for bird watching then go here early morning at 6.00am to increase your …
Beddagana Wetland Park,Colombo,3 months ago,"Peacefully calm place to visit, Nice walking paths, Birds, Wild little animals, such a beautiful place, very beautiful and very calm. Best for mind relaxing"
Beddagana Wetland Park,Colombo,9 months ago,Wonderful place to spend the weekend if you are a nature lover. This is a seasonal wetland where you will be able to enjoy the beauty of nature. The tickets are affordable and the place is just amazing. You will be able to see different …
Beddagana Wetland Park,Colombo,5 months ago,Pleasant place to visit for nature lovers where you can relish the chirps of birds and enjoy a peaceful atmosphere.
Beddagana Wetland Park,Colombo,3 months ago,A quiet place to relax and enjoy nature. Small trail built on top of a small swamp with a sight to see where nature and urban cities meet. Usually not too crowded on the week days.
Beddagana Wetland Park,Colombo,5 months ago,"A very beautiful place in Colombo, Sri Lanka. Bird watchers and photographers should visit this place. It is amazing beauty."
Beddagana Wetland Park,Colombo,3 months ago,Baddagana is a very beautiful place. You can go here to see the birds or you can usually see the lovers here. The walking path here is made of wood logs on concrete beams. The path is built through a lot of mind-blowing environmental parts. …
Beddagana Wetland Park,Colombo,2 months ago,Great place to spend some quality time with nature. Great place for children to visit and get to see wetlands
Beddagana Wetland Park,Colombo,6 months ago,Really nice place. There are lots of different kinds of species to see. Definitely a worth a visit. But could be crowded sometimes.
Beddagana Wetland Park,Colombo,a year ago,"Very beautiful place at the Colombo city area. Very calm and nice place to have a walk and enjoy. Naturally built and very nature place. They charged a ticket for this place and it's pretty much worthy for the amount we pay. Facilities are available such as parking, washrooms... Etc."
Beddagana Wetland Park,Colombo,10 months ago,A wetland region with good biodiversity.  It is a place where you can relax your mind while getting very clean air.  It is a good wetland area close to Colombo city where you can see many animals such as birds and fish and enjoy the beauty of nature.  I had an unexpected experience there.
Beddagana Wetland Park,Colombo,3 months ago,Very calm environment. On the way you can see ruins of fortress kotte. Parking facilities available for visitors. There are no specific things to watch but you can enjoy the calmness around you.
Beddagana Wetland Park,Colombo,10 months ago,"It’s a amazing place. Best place to spend time with nature in Colombo city limit. Big car parking available. Lots of Animals, Birds, reptiles are living in this area. Crowded in weekends. Best place for photoshoots."
Beddagana Wetland Park,Colombo,6 months ago,Good place. Very calm and well maintained. Good for taking pictures. Best is to visit early morning or after 4
Beddagana Wetland Park,Colombo,8 months ago,"Beddagana Wetland Park is a quiet and beautiful place that's perfect for a peaceful day out. You can easily park your car and buy an affordable ticket to enjoy the natural scenery. There's no food available in the park, so it's a good idea to bring your own. Overall, it's a great spot to relax and enjoy the beauty of the environment."
Beddagana Wetland Park,Colombo,a year ago,"Very calm and beautiful place located right in the middle of colombo. It's a nice place to visit with your family, especially during evening time. The wooden path goes along the swamps and a lake, with some beautiful viewpoints."
Beddagana Wetland Park,Colombo,6 days ago,One of Colombo's best kept secrets. Visit this wetland park to be transported into the wild within Colombo city limits. …
Beddagana Wetland Park,Colombo,4 months ago,"Baddagana Wetland Park in Baddagana is a hidden gem that offers a captivating experience for nature enthusiasts. This well-preserved wetland ecosystem provides a serene escape from the bustling city life. The park's lush greenery, diverse …"
Beddagana Wetland Park,Colombo,4 months ago,Best place to travel in Sri lanka. I recommend this place for anyone. Really a good experience.
Beddagana Wetland Park,Colombo,a year ago,If you plan to visit here it's better if you can go in the morning. Because it's too much hot when it is afternoon. You will not be able  to enjoy the nature because of the hotness.The place has been maintained well. You have to pay Rs.60 …
Beddagana Wetland Park,Colombo,2 days ago,"It  is   a very beautiful place.
Good  for  couples  and  photo  shoots.
Also  for school   students, they  can learn lot of things  from these kind of places."
Beddagana Wetland Park,Colombo,8 months ago,Decent place to take kids to learn about the wetlands. Birds and butterflies/ dragonflies. Nice place to spend about an hour or so with young kids to walk around. Best time is to go early by 7am.
Beddagana Wetland Park,Colombo,8 months ago,"calm and nice place to have a walk.
Tickets - 6am to 5pm
Open - 6amto 6pm …"
Beddagana Wetland Park,Colombo,4 months ago,One of beautiful park near in kotte . Calm and peacefull environment with small animal's sounds. 💚 …
Beddagana Wetland Park,Colombo,9 months ago,After get off from bus in walking distance. Wide parking area. Like a hiding natural watching area. Beautiful scenery no more restrictions u can watch independently. Foreigners visiting place.
Beddagana Wetland Park,Colombo,2 months ago,It's an amazing place. Best place to spend time with nature in Colombo city limits. Big car parking available. Best place for photoshoots.. 💜️🙂 …
Beddagana Wetland Park,Colombo,4 months ago,"Best within the colombo area. However if youre close by or planning a day trip, better to visit there during the morning hours or evening. Something different in the Colombo busy city."
